order_id,date,year,month,region,store,channel,segment,category,product_name,unit_price,quantity,discount_rate,revenue,margin_rate,profit,status
B1DE7E97,2024-02-12,2024,2024-02,North,Store B,Offline,Consumer,Apparel,Jeans,67.18,5,0.013,331.53,0.41,135.93,Completed
69E4371A,2024-06-03,2024,2024-06,North,Store C,Online,SMB,Apparel,T-Shirt,40.79,1,0.252,30.51,0.208,6.35,Completed
8CE2BE79,2025-01-09,2025,2025-01,South,Store D,Online,Consumer,Beauty,Lipstick,89.74,3,0.165,224.8,0.261,58.67,Completed
BDAE910A,2025-02-14,2025,2025-02,East,Store B,Online,Corporate,Electronics,Tablet,610.42,3,0.0,1831.26,0.238,435.84,Returned
6F550387,2024-09-29,2024,2024-09,Central,Store E,Online,Consumer,Electronics,Laptop,254.92,3,0.21,604.16,0.318,192.12,Completed
BEDE278E,2024-04-29,2024,2024-04,North,Store A,Offline,Consumer,Grocery,Eggs 12,21.67,5,0.313,74.44,0.404,30.07,Completed
590E5BB5,2025-03-29,2025,2025-03,Central,Store A,Online,Consumer,Beauty,Sunscreen,54.13,4,0.19,175.38,0.372,65.24,Completed
2A1B5DC3,2024-04-22,2024,2024-04,North,Store A,Online,SMB,Electronics,Smartwatch,200.83,5,0.159,844.49,0.151,127.52,Completed
4D5BC091,2025-02-12,2025,2025-02,South,Store A,Online,Consumer,Electronics,Laptop,298.89,5,0.255,1113.37,0.296,329.56,Completed
FFB8206A,2024-03-23,2024,2024-03,South,Store C,Online,Corporate,Grocery,Pasta 1kg,22.58,3,0.079,62.39,0.306,19.09,Completed
AC0797FC,2025-05-19,2025,2025-05,Central,Store C,Online,Corporate,Grocery,Milk 1L,5.08,7,0.245,26.85,0.244,6.55,Completed
42C13921,2025-02-21,2025,2025-02,Central,Store B,Offline,Consumer,Grocery,Pasta 1kg,25.06,3,0.007,74.65,0.222,16.57,Completed
4A54B4D7,2024-09-27,2024,2024-09,North,Store B,Online,Consumer,Beauty,Conditioner,37.88,3,0.122,99.78,0.278,27.74,Completed
B59C90F5,2024-08-22,2024,2024-08,North,Store A,Online,Consumer,Apparel,Dress,28.48,1,0.0,28.48,0.345,9.83,Completed
CD37D8A2,2024-11-05,2024,2024-11,East,Store E,Offline,SMB,Beauty,Conditioner,77.36,3,0.203,184.97,0.319,59.01,Completed
5315E0EA,2024-12-23,2024,2024-12,South,Store E,Online,Corporate,Electronics,Smartwatch,392.01,6,0.176,1938.1,0.384,744.23,Completed
E1DDC083,2024-10-28,2024,2024-10,Central,Store A,Online,Consumer,Home,Vacuum,38.03,5,0.155,160.68,0.249,40.01,Completed
0801A348,2025-01-10,2025,2025-01,East,Store E,Online,SMB,Apparel,Jacket,87.1,4,0.109,310.42,0.295,91.57,Completed
405BAC01,2024-02-17,2024,2024-02,South,Store A,Offline,Corporate,Beauty,Shampoo,53.35,8,0.126,373.02,0.291,108.55,Completed
B4F579B2,2024-08-13,2024,2024-08,East,Store B,Offline,Corporate,Electronics,Tablet,651.14,4,0.02,2552.47,0.39,995.46,Completed
F4C1DFF2,2025-02-10,2025,2025-02,West,Store E,Online,Consumer,Electronics,Smartphone,938.58,3,0.0,2815.74,0.316,889.77,Completed
B18075D5,2024-08-24,2024,2024-08,Central,Store A,Online,Consumer,Electronics,Headphones,243.34,3,0.007,724.91,0.195,141.36,Completed
4E10AC55,2025-06-08,2025,2025-06,Central,Store A,Offline,Consumer,Electronics,Smartphone,925.98,1,0.133,802.82,0.334,268.14,Completed
B570ED14,2024-10-15,2024,2024-10,East,Store D,Offline,Consumer,Beauty,Conditioner,74.16,1,0.215,58.22,0.259,15.08,Completed
7FB6AC34,2024-06-16,2024,2024-06,West,Store B,Online,SMB,Grocery,Coffee 500g,21.28,4,0.018,83.59,0.251,20.98,Completed
9822AED7,2025-04-26,2025,2025-04,Central,Store D,Offline,Consumer,Grocery,Coffee 500g,20.38,7,0.09,129.82,0.367,47.64,Completed
B9DEBBBF,2024-08-15,2024,2024-08,East,Store B,Online,SMB,Apparel,Jacket,24.35,6,0.139,125.79,0.285,35.85,Completed
CDB719E7,2024-10-21,2024,2024-10,West,Store A,Online,Consumer,Grocery,Rice 5kg,9.72,2,0.188,15.79,0.349,5.51,Completed
A6F809A0,2024-12-12,2024,2024-12,East,Store D,Online,Consumer,Home,Lamp,229.85,2,0.095,416.03,0.212,88.2,Completed
29A4682F,2025-04-07,2025,2025-04,South,Store D,Online,Consumer,Home,Lamp,114.36,2,0.184,186.64,0.404,75.4,Completed
B0386D24,2024-04-23,2024,2024-04,North,Store A,Online,Consumer,Electronics,Camera,537.41,3,0.093,1462.29,0.376,549.82,Completed
6181EA98,2025-04-16,2025,2025-04,North,Store D,Online,Corporate,Home,Cookware Set,69.82,4,0.119,246.05,0.286,70.37,Completed
274465DA,2024-11-05,2024,2024-11,South,Store B,Offline,Corporate,Beauty,Shampoo,76.71,3,0.124,201.59,0.329,66.32,Completed
7405AA9D,2024-07-16,2024,2024-07,South,Store C,Online,Consumer,Apparel,T-Shirt,62.2,3,0.176,153.76,0.398,61.2,Completed
70E7AC83,2024-06-30,2024,2024-06,East,Store D,Offline,Consumer,Electronics,Smartphone,938.92,3,0.225,2182.99,0.208,454.06,Completed
220826DD,2025-06-14,2025,2025-06,West,Store E,Offline,Consumer,Electronics,Laptop,938.26,3,0.366,1784.57,0.329,587.12,Completed
0CB94F31,2025-05-26,2025,2025-05,West,Store E,Offline,Corporate,Grocery,Coffee 500g,3.42,6,0.098,18.51,0.292,5.4,Completed
E7B768D2,2024-10-21,2024,2024-10,West,Store E,Offline,Corporate,Apparel,Hoodie,31.05,3,0.158,78.43,0.209,16.39,Completed
B36C0075,2024-07-06,2024,2024-07,East,Store E,Online,Corporate,Grocery,Rice 5kg,36.45,1,0.142,31.27,0.383,11.98,Completed
64998CC0,2025-06-09,2025,2025-06,East,Store E,Online,Corporate,Apparel,Dress,31.96,3,0.186,78.05,0.235,18.34,Completed
0F893955,2024-01-09,2024,2024-01,East,Store E,Online,Consumer,Apparel,Sneakers,117.78,4,0.068,439.08,0.349,153.24,Returned
84553EC5,2024-01-27,2024,2024-01,West,Store C,Online,Consumer,Grocery,Coffee 500g,21.08,4,0.138,72.68,0.338,24.57,Completed
7407F72D,2024-09-19,2024,2024-09,Central,Store A,Online,Consumer,Electronics,Smartwatch,761.08,3,0.101,2052.63,0.279,572.68,Completed
A0D25E56,2024-11-12,2024,2024-11,South,Store A,Offline,Corporate,Home,Air Purifier,300.29,3,0.167,750.42,0.305,228.88,Completed
0A794A8E,2024-01-04,2024,2024-01,Central,Store D,Online,Consumer,Apparel,Jacket,120.6,6,0.156,610.72,0.327,199.71,Completed
7387E534,2024-04-11,2024,2024-04,North,Store E,Online,Consumer,Grocery,Rice 5kg,33.43,4,0.152,113.39,0.293,33.22,Completed
3A5CD47B,2024-02-16,2024,2024-02,North,Store C,Online,Corporate,Home,Air Purifier,110.68,5,0.322,375.21,0.286,107.31,Completed
A8266D9E,2024-05-14,2024,2024-05,West,Store C,Online,Corporate,Beauty,Conditioner,11.35,3,0.1,30.64,0.33,10.11,Completed
79392691,2024-04-08,2024,2024-04,South,Store C,Offline,Consumer,Electronics,Smartwatch,677.27,3,0.169,1688.43,0.492,830.71,Completed
C3B1BBD5,2024-03-08,2024,2024-03,Central,Store A,Online,Consumer,Apparel,Dress,85.98,4,0.132,298.52,0.362,108.06,Cancelled
B103D52A,2024-03-10,2024,2024-03,South,Store B,Offline,Consumer,Apparel,T-Shirt,134.39,4,0.04,516.06,0.284,146.56,Completed
490714A5,2024-07-19,2024,2024-07,South,Store A,Online,Consumer,Electronics,Camera,474.94,4,0.048,1808.57,0.231,417.78,Cancelled
A9D9512E,2024-03-10,2024,2024-03,Central,Store E,Offline,Consumer,Beauty,Sunscreen,63.56,5,0.248,238.99,0.281,67.16,Completed
9FF7E214,2025-02-21,2025,2025-02,West,Store A,Offline,SMB,Grocery,Rice 5kg,18.22,3,0.162,45.81,0.32,14.66,Completed
F8D90DD2,2024-08-05,2024,2024-08,North,Store D,Online,Corporate,Beauty,Lipstick,58.86,4,0.261,173.99,0.287,49.94,Completed
173844FE,2024-03-04,2024,2024-03,Central,Store E,Offline,Consumer,Beauty,Shampoo,20.52,2,0.057,38.7,0.25,9.68,Completed
443C51FE,2024-12-17,2024,2024-12,North,Store D,Online,Consumer,Apparel,Hoodie,30.42,4,0.124,106.59,0.369,39.33,Completed
9C374956,2025-03-01,2025,2025-03,West,Store E,Offline,Corporate,Apparel,Sneakers,102.58,4,0.183,335.23,0.334,111.97,Completed
C60726AF,2024-07-13,2024,2024-07,Central,Store C,Online,SMB,Electronics,Tablet,534.93,1,0.199,428.48,0.341,146.11,Completed
6484E096,2024-01-04,2024,2024-01,Central,Store C,Online,Consumer,Electronics,Smartphone,290.84,5,0.219,1135.73,0.314,356.62,Returned
69F99A30,2024-12-17,2024,2024-12,East,Store E,Offline,Consumer,Electronics,Smartphone,410.84,3,0.0,1232.52,0.323,398.1,Completed
7C53A8F5,2025-02-11,2025,2025-02,Central,Store B,Online,SMB,Home,Air Purifier,213.95,5,0.113,948.87,0.262,248.6,Completed
719A6A83,2025-04-25,2025,2025-04,West,Store C,Online,SMB,Apparel,Sneakers,65.83,4,0.09,239.62,0.105,25.16,Completed
251EFC04,2025-01-20,2025,2025-01,South,Store A,Offline,Corporate,Home,Air Purifier,168.83,3,0.0,506.49,0.326,165.12,Completed
587C0683,2024-11-18,2024,2024-11,Central,Store C,Offline,Corporate,Electronics,Camera,301.06,2,0.148,513.01,0.382,195.97,Completed
4094D7DB,2024-07-04,2024,2024-07,East,Store C,Offline,Consumer,Grocery,Rice 5kg,21.01,4,0.097,75.89,0.361,27.4,Completed
6E603526,2024-05-11,2024,2024-05,South,Store D,Offline,Corporate,Electronics,Tablet,854.77,8,0.155,5778.25,0.331,1912.6,Returned
D0A5A2E1,2024-02-05,2024,2024-02,East,Store D,Offline,Consumer,Beauty,Serum,80.73,4,0.003,321.95,0.275,88.54,Completed
093FCF80,2025-03-18,2025,2025-03,North,Store A,Online,Consumer,Electronics,Tablet,534.69,2,0.099,963.51,0.196,188.85,Completed
22A8A1E2,2024-10-29,2024,2024-10,East,Store A,Online,Corporate,Electronics,Laptop,210.88,5,0.238,803.45,0.368,295.67,Completed
7075F653,2024-06-04,2024,2024-06,East,Store A,Online,Corporate,Electronics,Laptop,770.8,3,0.257,1718.11,0.282,484.51,Completed
6DB8E52A,2024-03-08,2024,2024-03,North,Store B,Offline,Corporate,Apparel,Dress,40.72,3,0.09,111.17,0.407,45.25,Completed
EFEB13F7,2024-06-04,2024,2024-06,South,Store C,Offline,Consumer,Grocery,Coffee 500g,31.72,3,0.0,95.16,0.206,19.6,Returned
A3887B93,2025-02-13,2025,2025-02,South,Store D,Online,Consumer,Beauty,Lipstick,63.14,1,0.135,54.62,0.288,15.73,Completed
24E3AD27,2024-04-26,2024,2024-04,Central,Store B,Online,Consumer,Apparel,Dress,18.08,5,0.004,90.04,0.231,20.8,Cancelled
56B714A5,2024-01-29,2024,2024-01,North,Store E,Online,Corporate,Grocery,Pasta 1kg,18.38,2,0.2,29.41,0.213,6.26,Completed
0B25C78D,2024-07-24,2024,2024-07,East,Store D,Online,Consumer,Electronics,Camera,779.95,7,0.085,4995.58,0.1,499.56,Completed
84C8CED7,2024-06-30,2024,2024-06,West,Store B,Online,Consumer,Apparel,Jeans,101.67,4,0.062,381.47,0.312,119.02,Completed
D65872F7,2025-01-11,2025,2025-01,East,Store D,Online,Consumer,Apparel,Sneakers,23.25,2,0.125,40.69,0.158,6.43,Completed
E7A6F3EE,2024-10-27,2024,2024-10,South,Store C,Online,Consumer,Electronics,Smartphone,185.76,2,0.353,240.37,0.389,93.5,Completed
6CBCD60F,2024-09-12,2024,2024-09,South,Store D,Offline,SMB,Electronics,Headphones,521.93,3,0.068,1459.32,0.329,480.12,Completed
9BACF6E4,2025-06-11,2025,2025-06,North,Store E,Offline,Corporate,Electronics,Tablet,210.25,4,0.248,632.43,0.307,194.16,Completed
DD6C46BF,2025-03-31,2025,2025-03,North,Store B,Online,SMB,Grocery,Olive Oil 500ml,40.91,2,0.092,74.29,0.383,28.45,Completed
4837099F,2024-03-10,2024,2024-03,West,Store B,Online,Consumer,Electronics,Tablet,454.59,3,0.0,1363.77,0.354,482.77,Returned
2C5CC9F1,2024-05-14,2024,2024-05,South,Store A,Online,Corporate,Grocery,Milk 1L,18.41,4,0.012,72.76,0.268,19.5,Completed
8DD9B575,2024-08-14,2024,2024-08,East,Store A,Online,Consumer,Home,Cookware Set,164.44,6,0.137,851.47,0.174,148.16,Completed
17B22A4C,2024-02-08,2024,2024-02,South,Store C,Offline,Consumer,Apparel,Jeans,116.98,2,0.144,200.27,0.285,57.08,Completed
13B6DF03,2025-02-13,2025,2025-02,North,Store A,Online,Consumer,Electronics,Laptop,719.0,5,0.156,3034.18,0.42,1274.36,Completed
20EE82F8,2025-02-18,2025,2025-02,East,Store D,Offline,Corporate,Grocery,Coffee 500g,41.08,5,0.029,199.44,0.23,45.87,Completed
228FF747,2024-06-06,2024,2024-06,Central,Store E,Online,Corporate,Grocery,Milk 1L,27.5,2,0.026,53.57,0.279,14.95,Completed
DA4C469B,2025-05-03,2025,2025-05,South,Store E,Online,Corporate,Home,Air Purifier,74.07,2,0.164,123.85,0.378,46.82,Completed
C2CFC2F6,2024-10-25,2024,2024-10,South,Store C,Online,Consumer,Grocery,Milk 1L,22.67,3,0.019,66.72,0.29,19.35,Completed
3753ADC8,2024-04-30,2024,2024-04,East,Store B,Offline,Corporate,Apparel,Dress,28.12,3,0.087,77.02,0.26,20.03,Completed
76CC6314,2024-12-01,2024,2024-12,South,Store B,Online,Consumer,Apparel,Jacket,109.76,2,0.044,209.86,0.183,38.4,Completed
65197235,2024-12-29,2024,2024-12,South,Store C,Online,Corporate,Electronics,Tablet,690.24,3,0.188,1681.42,0.268,450.62,Completed
5DF44D4C,2025-01-22,2025,2025-01,South,Store B,Offline,Corporate,Home,Air Purifier,115.5,3,0.078,319.47,0.285,91.05,Completed
EF2B7B8B,2025-06-08,2025,2025-06,Central,Store E,Online,Consumer,Electronics,Laptop,514.91,3,0.057,1456.68,0.288,419.52,Completed
5A88919F,2025-05-08,2025,2025-05,North,Store D,Online,Consumer,Grocery,Rice 5kg,23.42,2,0.098,42.25,0.247,10.44,Cancelled
5FEF9C65,2024-08-11,2024,2024-08,North,Store B,Offline,SMB,Electronics,Laptop,582.86,2,0.169,968.71,0.344,333.24,Completed
EB6638C2,2024-08-21,2024,2024-08,West,Store A,Online,Consumer,Home,Chair,309.57,4,0.032,1198.66,0.206,246.92,Completed
6C2CA2ED,2024-01-13,2024,2024-01,North,Store B,Online,Consumer,Apparel,Hoodie,38.55,2,0.0,77.1,0.229,17.66,Completed
F21225E2,2024-08-13,2024,2024-08,North,Store A,Online,Consumer,Home,Desk,74.29,3,0.029,216.41,0.373,80.72,Completed
522CA5C3,2024-04-05,2024,2024-04,South,Store D,Online,Corporate,Electronics,Laptop,827.85,3,0.098,2240.16,0.18,403.23,Completed
892E1915,2024-03-05,2024,2024-03,Central,Store C,Online,Consumer,Electronics,Smartwatch,765.66,2,0.161,1284.78,0.272,349.46,Completed
79FA3A21,2025-03-16,2025,2025-03,Central,Store C,Offline,SMB,Electronics,Smartwatch,781.85,5,0.021,3827.16,0.205,784.57,Completed
DB406CF0,2024-01-12,2024,2024-01,Central,Store E,Online,Consumer,Apparel,T-Shirt,97.24,6,0.088,532.1,0.277,147.39,Completed
5FAB5981,2024-03-10,2024,2024-03,South,Store B,Online,SMB,Home,Desk,237.76,2,0.041,456.02,0.25,114.0,Completed
BB3A120A,2024-12-24,2024,2024-12,Central,Store B,Online,Corporate,Beauty,Serum,40.41,2,0.15,68.7,0.236,16.21,Completed
3E95DD0D,2024-11-02,2024,2024-11,North,Store E,Offline,Consumer,Home,Cookware Set,173.73,2,0.091,315.84,0.346,109.28,Completed
AC19A586,2024-08-19,2024,2024-08,East,Store E,Online,Consumer,Beauty,Conditioner,55.03,2,0.208,87.17,0.156,13.6,Completed
B0699D7F,2025-03-12,2025,2025-03,East,Store A,Online,Consumer,Electronics,Camera,278.93,2,0.194,449.64,0.328,147.48,Completed
BA265DCA,2024-05-08,2024,2024-05,East,Store A,Offline,Corporate,Grocery,Olive Oil 500ml,43.75,4,0.098,157.85,0.286,45.15,Completed
2D3260CA,2024-04-21,2024,2024-04,Central,Store E,Online,Corporate,Home,Lamp,269.55,2,0.24,409.72,0.244,99.97,Returned
E1DDC6D2,2024-10-04,2024,2024-10,West,Store D,Offline,Corporate,Home,Air Purifier,259.45,3,0.118,686.5,0.231,158.58,Completed
42C92D5F,2024-02-27,2024,2024-02,East,Store C,Offline,Consumer,Electronics,Laptop,443.45,2,0.149,754.75,0.24,181.14,Completed
74BA94A7,2025-01-07,2025,2025-01,West,Store E,Online,SMB,Home,Vacuum,219.1,5,0.124,959.66,0.191,183.3,Completed
63E1275A,2025-05-19,2025,2025-05,West,Store C,Online,Consumer,Electronics,Headphones,451.43,4,0.091,1641.4,0.3,492.42,Completed
793C3D3A,2025-03-14,2025,2025-03,North,Store D,Offline,Consumer,Electronics,Camera,804.79,5,0.162,3372.07,0.248,836.27,Completed
A4F49522,2025-04-20,2025,2025-04,South,Store A,Online,Consumer,Grocery,Milk 1L,3.02,2,0.091,5.49,0.422,2.32,Returned
5CE56E9D,2024-02-09,2024,2024-02,South,Store C,Online,Consumer,Home,Lamp,245.27,6,0.089,1340.65,0.305,408.9,Completed
83A9E70D,2024-08-16,2024,2024-08,Central,Store B,Online,Corporate,Grocery,Olive Oil 500ml,12.47,4,0.104,44.69,0.289,12.92,Completed
E4AA6BD2,2025-05-02,2025,2025-05,Central,Store C,Online,Consumer,Electronics,Smartphone,921.84,5,0.134,3991.57,0.228,910.08,Cancelled
042A2264,2025-03-30,2025,2025-03,South,Store C,Online,Consumer,Home,Chair,311.73,4,0.0,1246.92,0.271,337.92,Completed
63787F06,2024-11-16,2024,2024-11,Central,Store A,Online,Consumer,Electronics,Smartphone,613.03,2,0.006,1218.7,0.262,319.3,Returned
43981A93,2024-12-19,2024,2024-12,North,Store C,Online,Corporate,Electronics,Headphones,183.61,4,0.068,684.5,0.288,197.14,Returned
B4387574,2024-05-23,2024,2024-05,South,Store A,Online,Corporate,Electronics,Headphones,641.77,3,0.176,1586.46,0.364,577.47,Returned
429859F9,2024-05-23,2024,2024-05,North,Store C,Offline,SMB,Grocery,Olive Oil 500ml,18.82,4,0.0,75.28,0.233,17.54,Completed
2A670E8E,2024-02-06,2024,2024-02,East,Store A,Online,Corporate,Beauty,Shampoo,84.4,8,0.037,650.22,0.167,108.59,Cancelled
60E2C1C4,2025-05-02,2025,2025-05,Central,Store D,Offline,Consumer,Electronics,Laptop,804.49,3,0.226,1868.03,0.239,446.46,Completed
C466D472,2024-06-05,2024,2024-06,West,Store D,Offline,SMB,Grocery,Pasta 1kg,28.98,4,0.241,87.98,0.34,29.91,Completed
3BF3C862,2025-06-19,2025,2025-06,North,Store C,Online,SMB,Apparel,T-Shirt,116.09,2,0.071,215.7,0.32,69.02,Completed
E2EAA6E6,2024-01-04,2024,2024-01,South,Store B,Online,Consumer,Apparel,Sneakers,84.61,4,0.083,310.35,0.195,60.52,Completed
0A78AC35,2025-03-07,2025,2025-03,West,Store B,Online,Consumer,Electronics,Tablet,418.03,3,0.179,1029.61,0.137,141.06,Completed
67F2D687,2024-10-10,2024,2024-10,South,Store A,Online,Corporate,Home,Vacuum,166.11,6,0.171,826.23,0.239,197.47,Completed
EB0D777D,2024-01-23,2024,2024-01,West,Store C,Online,Consumer,Electronics,Camera,411.57,4,0.171,1364.77,0.425,580.03,Completed
EA9E8687,2024-12-24,2024,2024-12,West,Store E,Online,Corporate,Grocery,Coffee 500g,3.88,5,0.175,16.0,0.271,4.34,Completed
6F954CB9,2025-01-14,2025,2025-01,West,Store A,Online,Consumer,Electronics,Smartwatch,254.38,4,0.037,979.87,0.263,257.71,Completed
3CDA5681,2025-01-12,2025,2025-01,West,Store E,Online,Consumer,Apparel,Hoodie,139.02,3,0.073,386.61,0.285,110.18,Cancelled
1F34370D,2025-01-10,2025,2025-01,East,Store C,Offline,Consumer,Electronics,Smartphone,358.56,7,0.03,2434.62,0.263,640.31,Completed
C15FCF22,2025-01-01,2025,2025-01,North,Store A,Offline,Consumer,Electronics,Smartwatch,557.93,6,0.198,2684.76,0.298,800.06,Completed
2B081328,2025-02-18,2025,2025-02,West,Store E,Offline,Consumer,Home,Cookware Set,143.72,5,0.098,648.18,0.2,129.64,Completed
AE60FBB5,2024-07-24,2024,2024-07,East,Store C,Offline,Consumer,Home,Chair,89.66,1,0.002,89.48,0.262,23.44,Completed
F05D9AB0,2025-06-01,2025,2025-06,West,Store B,Online,Consumer,Home,Vacuum,62.89,3,0.155,159.43,0.338,53.89,Completed
FA0BAD0C,2024-09-17,2024,2024-09,North,Store E,Online,Corporate,Apparel,Dress,129.48,7,0.187,736.87,0.263,193.8,Completed
14F267FD,2024-05-24,2024,2024-05,North,Store C,Offline,SMB,Electronics,Smartwatch,187.41,4,0.16,629.7,0.259,163.09,Completed
DD8448F0,2025-06-20,2025,2025-06,East,Store E,Online,Consumer,Beauty,Sunscreen,45.43,3,0.061,127.98,0.24,30.72,Cancelled
1B7094B2,2024-05-30,2024,2024-05,West,Store C,Online,Corporate,Home,Vacuum,210.51,5,0.182,860.99,0.308,265.18,Completed
2CFA5E55,2024-08-26,2024,2024-08,South,Store D,Online,SMB,Home,Air Purifier,263.86,3,0.198,634.85,0.286,181.57,Completed
60C346A6,2025-01-11,2025,2025-01,West,Store A,Offline,Consumer,Electronics,Camera,284.63,5,0.092,1292.22,0.236,304.96,Returned
865C810E,2025-03-06,2025,2025-03,North,Store D,Online,Corporate,Electronics,Laptop,810.67,4,0.125,2837.34,0.176,499.37,Completed
AB225BC2,2024-06-19,2024,2024-06,North,Store B,Online,Consumer,Home,Lamp,189.17,3,0.056,535.73,0.336,180.01,Completed
07E2FCBD,2024-01-20,2024,2024-01,West,Store D,Offline,Corporate,Beauty,Shampoo,26.02,4,0.213,81.91,0.271,22.2,Completed
3324BFA6,2024-11-08,2024,2024-11,Central,Store A,Online,Consumer,Home,Chair,273.24,2,0.251,409.31,0.309,126.48,Returned
7598EDE4,2024-11-15,2024,2024-11,South,Store C,Offline,Corporate,Apparel,T-Shirt,33.91,3,0.035,98.17,0.307,30.14,Completed
D7919067,2025-01-28,2025,2025-01,South,Store B,Online,Consumer,Grocery,Eggs 12,23.39,6,0.129,122.24,0.319,38.99,Completed
B7EFE2CE,2024-05-20,2024,2024-05,South,Store B,Online,Consumer,Grocery,Coffee 500g,32.83,4,0.176,108.21,0.301,32.57,Completed
EBEC52FF,2025-03-19,2025,2025-03,East,Store A,Online,SMB,Apparel,Jacket,69.94,2,0.068,130.37,0.343,44.72,Returned
EF3817A3,2025-02-21,2025,2025-02,South,Store D,Online,SMB,Electronics,Smartphone,689.11,7,0.065,4510.22,0.255,1150.11,Completed
02C935C8,2025-04-10,2025,2025-04,South,Store B,Online,SMB,Grocery,Eggs 12,10.5,1,0.112,9.32,0.235,2.19,Completed
BAC0C432,2025-02-12,2025,2025-02,West,Store C,Online,Consumer,Electronics,Laptop,427.39,3,0.151,1088.56,0.236,256.9,Returned
DFFBFC1D,2024-12-29,2024,2024-12,North,Store D,Offline,Consumer,Electronics,Tablet,436.17,3,0.283,938.2,0.207,194.21,Completed
A813C6F0,2024-10-26,2024,2024-10,Central,Store E,Online,Corporate,Home,Air Purifier,175.34,3,0.195,423.45,0.249,105.44,Completed
C91C5881,2025-04-08,2025,2025-04,West,Store C,Online,Consumer,Beauty,Lipstick,83.01,3,0.166,207.69,0.35,72.69,Completed
BD28EC9A,2024-05-02,2024,2024-05,Central,Store A,Online,Corporate,Home,Vacuum,238.82,4,0.068,890.32,0.143,127.32,Completed
9FD5BEE7,2024-12-25,2024,2024-12,Central,Store C,Online,SMB,Home,Lamp,317.28,4,0.281,912.5,0.233,212.61,Completed
B7E7BC01,2025-03-03,2025,2025-03,West,Store A,Online,Consumer,Electronics,Laptop,401.68,6,0.057,2272.71,0.248,563.63,Returned
46E53826,2025-02-22,2025,2025-02,South,Store D,Offline,Corporate,Electronics,Headphones,315.14,6,0.034,1826.55,0.251,458.46,Completed
7A66FECA,2024-03-10,2024,2024-03,West,Store B,Offline,Consumer,Home,Cookware Set,290.17,4,0.132,1007.47,0.211,212.58,Completed
763FA026,2024-06-18,2024,2024-06,East,Store A,Online,Corporate,Grocery,Olive Oil 500ml,10.6,4,0.261,31.33,0.269,8.43,Completed
E76902B8,2025-05-18,2025,2025-05,South,Store E,Online,SMB,Electronics,Tablet,247.73,4,0.045,946.33,0.285,269.7,Completed
1214CC73,2025-02-22,2025,2025-02,West,Store D,Offline,Consumer,Apparel,Sneakers,98.19,1,0.121,86.31,0.1,8.63,Completed
B2A48157,2024-03-24,2024,2024-03,East,Store B,Offline,Corporate,Apparel,Sneakers,125.89,4,0.141,432.56,0.325,140.58,Completed
892B9742,2024-09-17,2024,2024-09,Central,Store D,Online,Consumer,Electronics,Smartphone,765.88,4,0.094,2775.55,0.22,610.62,Cancelled
88573E5B,2025-03-13,2025,2025-03,West,Store D,Online,Consumer,Beauty,Shampoo,72.27,3,0.04,208.14,0.278,57.86,Returned
4131E639,2025-04-09,2025,2025-04,Central,Store D,Online,Consumer,Electronics,Smartphone,938.26,4,0.133,3253.89,0.258,839.5,Cancelled
767EB750,2024-10-07,2024,2024-10,Central,Store D,Online,Consumer,Home,Chair,194.67,4,0.19,630.73,0.23,145.07,Completed
4656412F,2024-02-24,2024,2024-02,East,Store B,Online,Consumer,Home,Air Purifier,307.35,1,0.0,307.35,0.231,71.0,Completed
3FDAFE12,2024-04-28,2024,2024-04,Central,Store C,Online,Corporate,Electronics,Headphones,397.49,3,0.195,959.94,0.188,180.47,Completed
E7B51E07,2024-01-14,2024,2024-01,East,Store B,Online,Consumer,Apparel,Jacket,53.56,6,0.128,280.23,0.225,63.05,Completed
DF6AAD48,2024-03-30,2024,2024-03,East,Store D,Offline,Consumer,Home,Cookware Set,46.06,2,0.075,85.21,0.187,15.93,Completed
605E2BB2,2024-02-03,2024,2024-02,Central,Store B,Offline,SMB,Home,Lamp,133.41,1,0.113,118.33,0.41,48.52,Completed
CD517C73,2025-01-13,2025,2025-01,West,Store B,Offline,SMB,Electronics,Camera,690.85,6,0.124,3631.11,0.317,1151.06,Completed
CFE8F795,2025-01-13,2025,2025-01,West,Store D,Offline,Corporate,Apparel,T-Shirt,99.45,2,0.211,156.93,0.326,51.16,Completed
326EDA33,2024-08-27,2024,2024-08,Central,Store B,Offline,Consumer,Apparel,Jacket,109.19,2,0.119,192.39,0.401,77.15,Completed
75DB2B4E,2025-04-20,2025,2025-04,West,Store B,Offline,Consumer,Home,Vacuum,142.27,4,0.074,526.97,0.256,134.9,Completed
C24CEB34,2024-03-19,2024,2024-03,North,Store C,Online,Consumer,Electronics,Tablet,489.93,4,0.132,1701.04,0.198,336.81,Completed
5A4C9FFC,2024-04-14,2024,2024-04,West,Store D,Online,Consumer,Home,Air Purifier,240.35,4,0.026,936.4,0.222,207.88,Completed
751BD5C0,2024-11-26,2024,2024-11,West,Store A,Offline,Corporate,Home,Vacuum,59.71,4,0.054,225.94,0.324,73.2,Completed
8F608E69,2024-10-12,2024,2024-10,West,Store A,Online,Consumer,Grocery,Pasta 1kg,39.17,3,0.202,93.77,0.36,33.76,Completed
696FFEFE,2024-03-06,2024,2024-03,Central,Store E,Online,Consumer,Grocery,Pasta 1kg,14.14,1,0.148,12.05,0.328,3.95,Completed
